,Response_No,Tab_No,Survey_Date,AC_Name,Mandal_Name,Village_Name
492,883,47,2015-07-07,Nandigama,Veerullapadu,Jayanthi
493,885,273,2015-01-06,,,
494,885,229,2015-06-28,Nandigama,Chanderlapadu,Veladi Kothapalem
495,887,297,2015-05-23,Nandigama,Nandigama,Chandapuram
496,889,466,2015-01-06,,,
497,893,317,2015-07-16,Nandigama,Veerullapadu,Alluru
498,897,371,2015-05-21,Mylavaram,Mylavaram,Tholukodu
499,897,380,2015-05-21,Mylavaram,Mylavaram,Ganapavaram
500,898,443,2015-02-06,,,
501,898,232,2015-06-23,,,
502,899,22,2015-08-07,,,
503,900,12,2015-06-26,Tiruvuru,Vissannapeta,Tatakuntla
504,905,257,2015-01-07,,,
505,909,247,2015-06-29,Jaggaiahpeta,Jaggaiahpeta,S M Peta
506,909,451,2015-01-07,,,
507,910,189,2015-11-06,,,
508,912,71,2015-06-13,Mylavaram,Ibrahimpatnam,GunTupalli
509,912,197,2015-04-07,,,
510,916,69,2015-05-23,Mylavaram,Ibrahimpatnam,Elaprolu
511,917,229,2015-06-30,Nandigama,Chanderlapadu,Veladi Kothapalem
512,917,129,2015-07-16,Jaggaiahpeta,Vatsavai,Vatsavai
513,917,172,2015-07-25,,,
514,918,394,2015-06-29,Tiruvuru,A.Konduru,Ramachandrapuram
515,918,213,2015-06-30,Nandigama,Kanchikacherla,Moguluru
516,923,164,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
517,924,364,2015-02-07,,,
518,925,430,2015-06-23,,,
519,928,407,2015-06-24,Tiruvuru,A.Konduru,Ramachandrapuram
520,928,477,2015-06-29,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
521,929,141,2015-06-15,,,
522,929,84,2015-06-16,Mylavaram,Ibrahimpatnam,Kachavaram
523,929,469,2015-06-13,Tiruvuru,Gampalagudem,KONIJARAL
524,933,136,2015-02-06,,,
525,934,214,2015-08-07,,,
526,936,251,2015-06-28,Nandigama,Chanderlapadu,Bobbillapadu
527,937,255,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
528,938,360,2015-05-06,,,
529,939,124,2015-09-06,,,
530,944,218,2015-05-21,Nandigama,Kanchikacherla,Kunikinapadu
531,944,367,2015-02-07,,,
532,944,354,2015-06-30,Mylavaram,Mylavaram,mylavaram
533,946,19,2015-05-06,,,
534,948,191,2015-06-26,Mylavaram,G. Konduru,Chevuturu
535,948,183,2015-07-14,Mylavaram,Ibrahimpatnam,Kondapalli
536,951,481,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
537,952,72,2015-01-06,,,
538,952,254,2015-07-23,Nandigama,Chanderlapadu,Chanderlapadu
539,953,326,2015-03-07,,,
540,955,326,2015-05-24,Tiruvuru,Tiruvuru,Laxmipuram
541,955,169,2015-05-31,Nandigama,Veerullapadu,Chowtapalli
542,958,296,2015-06-14,Jaggaiahpeta,Nadigama,Jonnalagadda
543,961,167,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Mutyala
544,962,104,2015-08-06,,,
545,962,9,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
546,964,57,2015-05-27,Mylavaram,Ibrahimpatnam,Thummalapalem
547,967,272,2015-07-06,,,
548,969,181,2015-09-07,,,
549,970,292,2015-06-19,Jaggaiahpeta,Nadigama,Rudravaram
550,970,281,2015-06-23,Mylavaram,Reddygudem,Reddygudem
551,970,294,2015-12-07,,,
552,971,31,2015-07-06,,,
553,971,25,2015-06-24,Tiruvuru,Gampalagudem,TUNIKIPADU
554,973,480,2015-03-06,,,
555,976,313,2015-06-14,Jaggaiahpeta,Nadigama,Jonnalagadda
556,976,221,2015-11-06,,,
557,978,128,2015-10-06,,,
558,978,327,2015-06-28,Tiruvuru,Tiruvuru,Peddavaram
559,980,344,2015-04-06,,,
560,981,192,2015-06-28,Mylavaram,G. Konduru,Velaturu
561,983,467,2015-06-26,Tiruvuru,Gampalagudem,LINGALA
562,985,458,2015-06-24,Tiruvuru,Gampalagudem,SOBBALA
563,985,396,2015-06-27,Tiruvuru,A.Konduru,Cheemalapadu
564,985,240,2015-08-07,,,
565,985,125,2015-07-15,Jaggaiahpeta,Vatsavai,Makkapeta
566,986,163,2015-07-21,Nandigama,Chanderlapadu,Chanderlapadu
567,987,110,2015-06-22,Nandigama,Veerullapadu,Dodda Devara Padu
568,988,306,2015-06-18,Jaggaiahpeta,Nadigama,Jonnalagadda
569,990,9,2015-06-24,Nandigama,Kanchikacherla,Moguluru
570,990,172,2015-07-07,Mylavaram,G. Konduru,G.kondur
571,991,224,2015-05-23,Nandigama,Kanchikacherla,Perakalapadu
572,994,242,2015-06-30,Jaggaiahpeta,Vatsavai,Magollu
573,997,152,2015-06-28,Nandigama,Chanderlapadu,Bobbillapadu
574,998,26,2015-06-24,Tiruvuru,Gampalagudem,SOBBALA
575,1000,345,2015-05-30,,,
576,1000,400,2015-06-26,Tiruvuru,A.Konduru,Cheemalapadu
577,1002,56,2015-07-06,Tiruvuru,Gampalagudem,VUTUKURU
578,1004,206,2015-02-06,,,
579,1005,362,2015-05-26,Mylavaram,Mylavaram,Ganapavaram
580,1005,183,2015-06-26,Mylavaram,G. Konduru,Velaturu
581,1011,293,2015-10-06,,,
582,1011,22,2015-06-24,Nandigama,Veerullapadu,Dodda Devara Padu
583,1012,169,2015-11-06,,,
584,1016,489,2015-05-31,Jaggaiahpeta,Penuganchiprolu,Kollikulla
585,1016,373,2015-12-06,,,
586,1016,489,2015-06-30,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
587,1018,221,2015-09-07,,,
588,1022,477,2015-05-30,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
589,1022,495,2015-06-26,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
590,1023,451,2015-05-24,Tiruvuru,Gampalagudem,KANUMURU
591,1025,354,2015-05-23,Mylavaram,Mylavaram,Ganapavaram
592,1025,69,2015-06-30,,,
593,1028,355,2015-02-07,,,
594,1028,153,2015-05-07,,,
595,1030,359,2015-04-06,,,
596,1031,387,2015-02-06,,,
597,1035,309,2015-07-23,,,
598,1038,212,2015-07-13,Nandigama,Kanchikacherla,Kanchikacherla
599,1040,23,2015-06-25,Nandigama,Veerullapadu,V.Annavaram
600,1043,496,2015-05-23,Jaggaiahpeta,Penuganchiprolu,Totacharla
601,1043,95,2015-05-24,Jaggaiahpeta,Vatsavai,Gangavelli
602,1043,431,2015-06-25,Tiruvuru,Vissannapeta,Tatakuntla
603,1045,340,2015-06-24,Tiruvuru,Tiruvuru,Kokilampadu
604,1047,363,2015-12-06,,,
605,1049,359,2015-02-06,,,
606,1050,96,2015-06-14,Mylavaram,Vijayawada (R),Kottur tadepalli
607,1050,6,2015-06-23,Tiruvuru,Vissannapeta,Narasapuram
608,1052,458,2015-06-06,Tiruvuru,Gampalagudem,ARLAPADU
609,1052,89,2015-07-14,Jaggaiahpeta,Vatsavai,Makkapeta
610,1057,151,2015-05-25,Nandigama,Veerullapadu,Jammavaram
611,1057,162,2015-11-06,,,
612,1058,331,2015-06-21,Tiruvuru,Tiruvuru,G.Kothuru
613,1060,298,2015-05-26,Nandigama,Nandigama,Chandapuram
614,1060,493,2015-06-17,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
615,1060,152,2015-09-07,,,
616,1061,469,2015-10-06,,,
617,1062,306,2015-06-15,Jaggaiahpeta,Nadigama,Jonnalagadda
618,1065,262,2015-11-06,,,
619,1065,299,2015-07-17,Nandigama,Veerullapadu,Alluru
620,1066,134,2015-06-23,Jaggaiahpeta,Vatsavai,Chityala
621,1067,123,2015-06-25,Nandigama,Veerullapadu,Konathalapalli
622,1068,320,2015-05-28,Nandigama,Nandigama,Kammavaripalem
623,1069,269,2015-06-30,,,
624,1074,353,2015-11-06,,,
625,1077,129,2015-06-30,Jaggaiahpeta,Vatsavai,Dabbagupalli
626,1078,122,2015-05-07,,,
627,1078,483,2015-07-16,,,
628,1079,450,2015-05-28,Tiruvuru,Gampalagudem,GOSAVEEDU
629,1079,136,2015-01-06,,,
630,1079,208,2015-06-19,Nandigama,Kanchikacherla,Keesara
631,1080,379,2015-01-07,,,
632,1081,215,2015-07-19,Nandigama,Kanchikacherla,Kanchikacherla
633,1086,324,2015-06-15,Tiruvuru,Tiruvuru,Vavilala
634,1089,260,2015-05-29,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
635,1090,368,2015-06-13,Mylavaram,Mylavaram,Velvadam
636,1090,355,2015-06-22,Mylavaram,Mylavaram,Velvadam
637,1091,439,2015-06-07,Tiruvuru,Vissannapeta,Putrela
638,1091,469,2015-02-07,,,
639,1094,348,2015-06-24,Tiruvuru,Tiruvuru,Kokilampadu
640,1095,406,2015-06-14,Tiruvuru,A.Konduru,Cheemalapadu
641,1095,431,2015-08-06,,,
642,1097,18,2015-01-06,,,
643,1097,362,2015-06-29,Mylavaram,Mylavaram,mylavaram
644,1097,302,2015-08-07,,,
645,1098,400,2015-06-24,Tiruvuru,A.Konduru,Cheemalapadu
646,1098,293,2015-06-23,Jaggaiahpeta,Nadigama,Konduru
647,1104,320,2015-05-27,Nandigama,Nandigama,Kammavaripalem
648,1105,437,2015-06-27,Tiruvuru,Vissannapeta,Putrela
649,1106,277,2015-06-30,,,
650,1107,206,2015-07-17,Nandigama,Veerullapadu,Peddapuram
651,1109,224,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
652,1111,287,2015-06-06,Mylavaram,Reddygudem,K-Naguluru
653,1112,444,2015-06-17,Tiruvuru,Gampalagudem,NEMALI
654,1113,319,2015-05-29,,,
655,1113,111,2015-07-16,Jaggaiahpeta,Vatsavai,Makkapeta
656,1113,314,2015-07-15,Nandigama,Nandigama,Peddavaram
657,1115,257,2015-05-27,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
658,1116,425,2015-06-28,,,
659,1117,292,2015-05-26,Jaggaiahpeta,Nadigama,Domaluru
660,1117,156,2015-05-27,Jaggaiahpeta,Jaggaiahpeta,Annavaram
661,1119,164,2015-07-07,Jaggaiahpeta,Jaggaiahpeta,Budavada
662,1121,245,2015-01-07,,,
663,1121,292,2015-01-07,,,
664,1122,164,2015-10-07,,,
665,1123,490,2015-09-06,,,
666,1124,131,2015-05-06,,,
667,1124,470,2015-12-06,,,
668,1124,465,2015-06-23,Tiruvuru,Gampalagudem,TUNIKIPADU
669,1125,195,2015-08-07,,,
670,1131,407,2015-01-06,,,
671,1131,387,2015-06-28,Tiruvuru,A.Konduru,A. Konduru
672,1132,96,2015-05-26,Mylavaram,Vijayawada (R),paidurpadu
673,1134,443,2015-05-26,Tiruvuru,Gampalagudem,PEDAKOMERA
674,1136,462,2015-06-16,Tiruvuru,Gampalagudem,GULLAPUDI
675,1136,215,2015-07-17,Nandigama,Kanchikacherla,Kanchikacherla
676,1138,353,2015-05-21,Mylavaram,Mylavaram,Tholukodu
677,1138,384,2015-06-27,Tiruvuru,A.Konduru,A. Konduru
678,1138,150,2015-07-07,Nandigama,Veerullapadu,Jayanthi
679,1138,296,2015-07-07,Jaggaiahpeta,Nadigama,Maagallu
680,1138,229,2015-07-20,Nandigama,Chanderlapadu,Chanderlapadu
681,1139,362,2015-12-06,,,
682,1140,287,2015-05-22,Mylavaram,Reddygudem,Patha naguluru
683,1142,460,2015-06-29,Tiruvuru,Gampalagudem,GAMPALAGUDEM
684,1142,339,2015-03-07,,,
685,1143,262,2015-10-07,,,
686,1148,125,2015-06-14,Jaggaiahpeta,Vatsavai,Machinenipalem
687,1148,372,2015-06-24,,,
688,1150,463,2015-05-27,Tiruvuru,Gampalagudem,ANUMULLANKA
689,1152,367,2015-06-25,Mylavaram,Mylavaram,pullur
690,1152,371,2015-07-07,Mylavaram,Mylavaram,mylavaram
691,1153,365,2015-05-27,Mylavaram,Mylavaram,Pondugala
692,1155,137,2015-06-21,Jaggaiahpeta,Vatsavai,Kanneveedu
693,1163,111,2015-06-14,Jaggaiahpeta,Vatsavai,Machinenipalem
694,1164,302,2015-06-16,Jaggaiahpeta,Nadigama,Rudravaram
695,1165,56,2015-04-06,,,
696,1168,289,2015-07-06,Tiruvuru,Vissannapeta,Vissannapeta
697,1168,43,2015-10-07,,,
698,1172,462,2015-06-26,Tiruvuru,Gampalagudem,LINGALA
699,1175,43,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
700,1177,482,2015-06-27,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
701,1178,467,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
702,1179,160,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
703,1180,257,2015-06-30,Jaggaiahpeta,Vatsavai,Magollu
704,1185,222,2015-06-14,Nandigama,Kanchikacherla,Gandepalli
705,1185,360,2015-06-30,Mylavaram,Mylavaram,pullur
706,1186,495,2015-03-06,,,
707,1188,456,2015-05-29,Tiruvuru,Gampalagudem,GOSAVEEDU
708,1189,218,2015-10-06,,,
709,1189,234,2015-12-07,,,
710,1192,449,2015-06-15,Tiruvuru,Gampalagudem,NEMALI
711,1192,351,2015-07-18,Mylavaram,Ibrahimpatnam,Kondapalli
712,1195,47,2015-08-07,,,
713,1196,429,2015-06-16,Nandigama,Chanderlapadu,Kodavatikallu
714,1197,293,2015-06-28,Jaggaiahpeta,Nadigama,Konduru
715,1198,18,2015-06-15,Tiruvuru,Vissannapeta,Putrela
716,1202,393,2015-06-18,Tiruvuru,A.Konduru,Khampampadu
717,1202,459,2015-04-07,,,
718,1204,419,2015-08-06,,,
719,1205,237,2015-06-27,Jaggaiahpeta,Vatsavai,Magollu
720,1205,353,2015-01-07,,,
721,1205,291,2015-04-07,,,
722,1206,151,2015-06-30,Nandigama,Veerullapadu,Jayanthi
723,1207,384,2015-12-06,,,
724,1209,142,2015-01-07,,,
725,1210,490,2015-12-07,,,
726,1211,133,2015-09-07,,,
727,1216,358,2015-05-27,Mylavaram,Mylavaram,Pondugala
728,1218,156,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,S M Peta
729,1220,413,2015-05-23,Tiruvuru,Tiruvuru,Akkapalem
730,1220,379,2015-08-06,,,
731,1221,236,2015-07-19,Nandigama,Chanderlapadu,Chanderlapadu
732,1221,174,2015-07-14,,,
733,1222,49,2015-12-06,,,
734,1222,320,2015-05-07,,,
735,1223,253,2015-05-29,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
736,1224,288,2015-06-13,Mylavaram,Reddygudem,Reddygudem
737,1224,197,2015-06-17,Mylavaram,G. Konduru,Gaddamanugu
738,1225,362,2015-03-07,,,
739,1225,336,2015-08-07,,,
740,1228,404,2015-01-06,,,
741,1228,6,2015-06-22,Tiruvuru,Vissannapeta,Narasapuram
742,1232,313,2015-10-06,,,
743,1232,305,2015-07-07,Nandigama,Nandigama,Peddavaram
744,1233,355,2015-08-06,,,
745,1233,26,2015-11-06,,,
746,1234,252,2015-05-27,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
747,1235,367,2015-05-24,Mylavaram,Mylavaram,Pondugala
748,1235,439,2015-12-06,,,
749,1239,156,2015-05-25,Jaggaiahpeta,Jaggaiahpeta,Annavaram
750,1243,26,2015-05-31,Tiruvuru,Gampalagudem,KANUMURU
751,1244,156,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,S M Peta
752,1244,321,2015-03-07,,,
753,1245,141,2015-03-07,,,
754,1246,287,2015-06-16,Mylavaram,Reddygudem,kudapa
755,1246,358,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
756,1247,406,2015-03-06,,,
757,1247,263,2015-06-28,Mylavaram,Mylavaram,pullur
758,1247,177,2015-06-07,Mylavaram,G. Konduru,Kattubadipalem
759,1248,104,2015-01-06,,,
760,1248,136,2015-06-29,Jaggaiahpeta,Vatsavai,Dabbagupalli
761,1251,464,2015-06-13,Tiruvuru,Gampalagudem,GULLAPUDI
762,1252,445,2015-06-24,Tiruvuru,Gampalagudem,TUNIKIPADU
763,1252,44,2015-04-07,,,
764,1253,312,2015-06-06,Nandigama,Nandigama,Raghavapuram
765,1254,480,2015-06-14,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
766,1258,356,2015-10-06,,,
767,1258,125,2015-06-30,Jaggaiahpeta,Vatsavai,Lingala
768,1265,318,2015-10-06,,,
769,1265,115,2015-07-16,Jaggaiahpeta,Vatsavai,Makkapeta
770,1267,467,2015-06-24,Tiruvuru,Gampalagudem,SOBBALA
771,1268,181,2015-06-26,Mylavaram,G. Konduru,Velaturu
772,1270,270,2015-06-13,Mylavaram,Reddygudem,Reddygudem
773,1270,250,2015-06-26,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
774,1270,175,2015-06-24,Mylavaram,G. Konduru,Kavuluru
775,1271,276,2015-12-06,,,
776,1271,470,2015-06-17,Tiruvuru,Gampalagudem,NEMALI
777,1272,335,2015-06-27,Tiruvuru,Tiruvuru,Kokilampadu
778,1277,489,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
779,1278,317,2015-06-16,Jaggaiahpeta,Nadigama,Rudravaram
780,1278,354,2015-06-24,Mylavaram,Mylavaram,Chandragudem
781,1279,410,2015-06-25,Tiruvuru,A.Konduru,Madhavaram
782,1279,182,2015-08-07,,,
783,1281,482,2015-05-24,Jaggaiahpeta,Penuganchiprolu,Subbayamgudam
784,1282,194,2015-11-06,,,
785,1284,288,2015-06-27,,,
786,1285,69,2015-04-07,,,
787,1286,331,2015-10-06,,,
788,1287,204,2015-07-07,Nandigama,Kanchikacherla,Kanchikacherla
789,1288,309,2015-06-24,Jaggaiahpeta,Nadigama,Konduru
790,1290,496,2015-06-14,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
791,1290,279,2015-06-29,,,
792,1291,295,2015-08-07,,,
793,1296,299,2015-10-06,,,
794,1296,475,2015-07-15,,,
795,1300,353,2015-04-06,,,
796,1301,102,2015-05-26,Mylavaram,Vijayawada (R),Rayanipadu
797,1301,126,2015-06-16,Jaggaiahpeta,Vatsavai,Kambhampadu
798,1302,242,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,Gandrai
799,1302,315,2015-01-07,,,
800,1303,279,2015-03-07,,,
801,1304,285,2015-05-29,Mylavaram,Reddygudem,Rudra varam
802,1306,482,2015-02-06,,,
803,1307,254,2015-05-31,Nandigama,Chanderlapadu,Pokkunuru
804,1308,450,2015-06-22,Tiruvuru,Gampalagudem,DUNDIRLAPADU
805,1311,420,2015-05-25,Tiruvuru,Tiruvuru,Akkapalem
806,1312,451,2015-09-07,,,
807,1313,147,2015-09-06,,,
808,1313,452,2015-06-27,Tiruvuru,Gampalagudem,GAMPALAGUDEM
809,1313,312,2015-07-15,Nandigama,Nandigama,Peddavaram
810,1314,122,2015-02-06,,,
811,1314,130,2015-11-06,,,
812,1314,25,2015-05-07,,,
813,1315,414,2015-06-30,Tiruvuru,Tiruvuru,Peddavaram
814,1319,396,2015-06-13,Tiruvuru,A.Konduru,Cheemalapadu
815,1325,123,2015-06-14,Nandigama,Veerullapadu,Ponnavaram
816,1326,367,2015-06-30,Mylavaram,Mylavaram,pullur
817,1327,160,2015-10-06,,,
818,1327,430,2015-11-06,,,
819,1330,230,2015-01-07,,,
820,1331,257,2015-06-19,Jaggaiahpeta,Jaggaiahpeta,Gandrai
821,1332,242,2015-06-16,Jaggaiahpeta,Jaggaiahpeta,Gandrai
822,1333,382,2015-05-31,Tiruvuru,A.Konduru,Polishettipadu
823,1335,351,2015-06-07,Mylavaram,Mylavaram,Velvadam
824,1336,40,2015-06-26,Tiruvuru,Tiruvuru,G.Kothuru
825,1339,269,2015-06-23,Mylavaram,Reddygudem,Reddygudem
826,1341,74,2015-05-24,,,
827,1343,399,2015-05-23,Tiruvuru,A.Konduru,Marepalli
828,1344,204,2015-05-21,Nandigama,Kanchikacherla,Munnaluru
829,1344,248,2015-07-23,Nandigama,Chanderlapadu,Chanderlapadu
830,1345,175,2015-06-15,Mylavaram,G. Konduru,Kavuluru
831,1346,26,2015-11-06,,,
832,1346,431,2015-11-06,,,
833,1348,155,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
834,1348,8,2015-06-26,Tiruvuru,Vissannapeta,Putrela
835,1350,380,2015-07-17,,,
836,1353,500,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
837,1360,141,2015-05-24,Nandigama,Chanderlapadu,Munagalapalli
838,1360,189,2015-12-06,,,
839,1362,140,2015-07-16,Jaggaiahpeta,Vatsavai,Vatsavai
840,1363,11,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
841,1365,50,2015-06-15,Nandigama,Veerullapadu,Vellanki
842,1367,364,2015-06-23,Mylavaram,Mylavaram,Velvadam
843,1372,417,2015-06-19,Tiruvuru,Tiruvuru,Kokilampadu
844,1372,465,2015-06-22,Tiruvuru,Gampalagudem,TUNIKIPADU
845,1372,168,2015-06-28,Nandigama,Chanderlapadu,Kodavatikallu
846,1373,143,2015-07-18,Nandigama,Chanderlapadu,Chanderlapadu
847,1377,288,2015-06-26,,,
848,1378,353,2015-08-06,,,
849,1378,316,2015-10-07,,,
850,1379,122,2015-05-07,,,
851,1379,22,2015-08-07,,,
852,1380,260,2015-06-27,Jaggaiahpeta,Vatsavai,Magollu
853,1382,206,2015-10-06,,,
854,1382,193,2015-07-21,,,
855,1385,164,2015-06-18,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
856,1387,262,2015-07-20,Mylavaram,Ibrahimpatnam,Kondapalli
857,1388,210,2015-06-29,Nandigama,Kanchikacherla,Gottimukkala
858,1388,182,2015-06-07,Mylavaram,G. Konduru,Chervu madhavaram
859,1389,483,2015-11-06,,,
860,1389,10,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
861,1390,109,2015-09-06,,,
862,1391,10,2015-06-20,Nandigama,Kanchikacherla,Gottimukkala
863,1394,470,2015-12-06,,,
864,1395,392,2015-01-07,,,
865,1400,143,2015-07-22,Nandigama,Chanderlapadu,Chanderlapadu
866,1401,439,2015-01-06,,,
867,1401,249,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,S M Peta
868,1403,461,2015-05-27,Tiruvuru,Gampalagudem,PEDAKOMERA
869,1403,369,2015-05-29,Mylavaram,Reddygudem,Moddulaparva
870,1403,306,2015-06-18,Jaggaiahpeta,Nadigama,Jonnalagadda
871,1403,182,2015-12-06,,,
872,1406,326,2015-01-06,,,
873,1408,209,2015-03-06,,,
874,1409,352,2015-05-17,,,
875,1413,408,2015-06-26,Tiruvuru,A.Konduru,Madhavaram
876,1414,492,2015-06-28,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
877,1414,111,2015-07-07,Jaggaiahpeta,Vatsavai,Makkapeta
878,1415,265,2015-06-06,Mylavaram,Reddygudem,K-Naguluru
879,1416,7,2015-06-26,Tiruvuru,Vissannapeta,Putrela
880,1416,404,2015-06-28,Tiruvuru,A.Konduru,Cheemalapadu
881,1417,117,2015-05-24,Jaggaiahpeta,Vatsavai,Gangavelli
882,1418,396,2015-06-19,Tiruvuru,A.Konduru,Cheemalapadu
883,1419,487,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
884,1420,76,2015-07-14,Mylavaram,Ibrahimpatnam,Kondapalli
885,1421,366,2015-05-29,Mylavaram,Reddygudem,Moddulaparva
886,1422,380,2015-08-07,,,
887,1423,337,2015-05-25,Tiruvuru,Tiruvuru,Laxmipuram
888,1423,116,2015-05-31,Mylavaram,Ibrahimpatnam,Thummalapalem
889,1424,134,2015-06-27,Jaggaiahpeta,Vatsavai,Dabbagupalli
890,1426,269,2015-10-07,,,
891,1429,35,2015-10-06,,,
892,1429,424,2015-07-21,,,
893,1430,273,2015-05-28,Mylavaram,Reddygudem,Kunaparajparva
894,1431,235,2015-06-06,Nandigama,Chanderlapadu,Gudimetla
895,1432,220,2015-06-15,Nandigama,Kanchikacherla,Vemulapalli
896,1433,289,2015-12-06,,,
897,1434,96,2015-05-27,Mylavaram,Vijayawada (R),paidurpadu
898,1436,57,2015-06-06,Mylavaram,Ibrahimpatnam,GunTupalli
899,1438,341,2015-05-06,,,
900,1440,17,2015-12-06,,,
901,1440,235,2015-02-07,,,
902,1444,271,2015-05-31,Mylavaram,Reddygudem,K-Naguluru
903,1447,393,2015-06-19,Tiruvuru,A.Konduru,Khampampadu
904,1447,123,2015-06-07,Nandigama,Veerullapadu,Ponnavaram
905,1448,137,2015-06-23,Jaggaiahpeta,Vatsavai,Kanneveedu
906,1449,9,2015-06-29,Nandigama,Kanchikacherla,Moguluru
907,1449,149,2015-08-07,,,
908,1449,117,2015-07-20,Jaggaiahpeta,Vatsavai,Vatsavai
909,1449,175,2015-07-21,,,
910,1451,105,2015-03-06,,,
911,1451,303,2015-06-15,Nandigama,Nandigama,Lingalapadu
912,1452,129,2015-05-27,Jaggaiahpeta,Vatsavai,Gangavelli
913,1452,364,2015-02-06,,,
914,1455,387,2015-03-07,,,
915,1457,440,2015-06-25,Nandigama,Veerullapadu,Konathalapalli
916,1457,351,2015-01-07,,,
917,1458,476,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
918,1459,279,2015-06-17,Mylavaram,Reddygudem,Reddygudem
919,1461,257,2015-06-14,Jaggaiahpeta,Jaggaiahpeta,Gandrai
920,1462,271,2015-12-06,,,
921,1468,204,2015-05-22,Nandigama,Kanchikacherla,Munnaluru
922,1471,343,2015-08-06,,,
923,1471,139,2015-07-16,Jaggaiahpeta,Vatsavai,Vatsavai
924,1473,215,2015-06-30,Nandigama,Kanchikacherla,Moguluru
925,1474,170,2015-05-26,Nandigama,Chanderlapadu,Munagalapalli
926,1475,81,2015-02-06,,,
927,1475,153,2015-06-22,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
928,1476,115,2015-05-30,Jaggaiahpeta,Vatsavai,Vemavaram
929,1476,343,2015-01-06,,,
930,1477,340,2015-01-06,,,
931,1478,363,2015-04-06,,,
932,1478,420,2015-12-06,,,
933,1480,147,2015-12-06,,,
934,1480,161,2015-06-20,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
935,1486,12,2015-12-07,,,
936,1489,470,2015-09-07,,,
937,1490,287,2015-06-26,,,
938,1490,80,2015-03-07,,,
939,1491,19,2015-05-24,Jaggaiahpeta,Vatsavai,Dechupalem
940,1491,371,2015-05-30,Mylavaram,Mylavaram,k.r.gudem
941,1494,495,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
942,1495,355,2015-04-07,,,
943,1498,439,2015-07-17,Tiruvuru,Vissannapeta,Vissannapeta
944,1499,237,2015-06-19,Jaggaiahpeta,Jaggaiahpeta,Gandrai
945,1501,206,2015-05-07,,,
946,1503,109,2015-11-06,,,
947,1511,287,2015-05-29,Mylavaram,Reddygudem,K-Naguluru
948,1511,37,2015-10-06,,,
949,1511,443,2015-06-22,Tiruvuru,Gampalagudem,UMMADADEVARAPALLI
950,1511,164,2015-05-07,,,
951,1512,290,2015-07-15,Mylavaram,Ibrahimpatnam,Kondapalli
952,1513,14,2015-11-06,,,
953,1514,469,2015-11-06,,,
954,1514,312,2015-06-15,Nandigama,Nandigama,Pallagiri
955,1515,131,2015-09-07,,,
956,1516,489,2015-07-16,,,
957,1519,422,2015-06-28,Tiruvuru,Vissannapeta,Tatakuntla
958,1519,265,2015-10-07,,,
959,1520,395,2015-04-06,,,
960,1521,150,2015-01-06,,,
961,1521,215,2015-12-06,,,
962,1522,498,2015-12-06,,,
963,1522,10,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
964,1524,349,2015-05-22,Tiruvuru,Tiruvuru,Chittela
965,1525,326,2015-05-26,Tiruvuru,Tiruvuru,Laxmipuram
